aoi_id,lng,lat
1,121.51517465753423,30.82958287671233
3,121.2418675,31.2192725
15,121.43137952380953,30.84247142857143
18,121.39855,31.34366
22,121.49105114285713,31.33747742857143
26,121.18137444444444,31.11509222222222
31,121.60696,31.31967
36,121.52341000000001,31.02466
38,121.2274048,31.2079104
39,121.49468666666667,31.37075
41,121.24151,31.005765
43,121.45518506178942,31.28609418685121
46,121.46333152173914,31.402071739130434
48,121.34663857142857,31.400919523809524
64,121.43699670454545,31.173116079545455
65,121.39102749999999,31.11036625
71,121.47271066666667,31.234612000000002
72,121.4871325,31.397338571428573
73,121.44262857142857,31.278968
81,121.49413263157895,31.20637736842105
87,121.22152090909093,31.25173818181818
89,121.49190571428572,31.37749857142857
90,121.43008757575757,30.895810606060603
91,121.5532,31.18845
98,121.42966278546713,31.288088079584778
102,121.46598375,30.897655
103,121.47626,31.22476
104,121.39783,31.258799999999997
106,121.10542444444445,31.162053333333333
110,121.497124,31.327634666666665
112,121.6755375,31.266806250000002
115,121.53756470588236,31.19519941176471
120,121.5198575,31.2159925
131,121.69817,31.25094
133,121.41217136363638,31.212235909090907
136,121.527045,31.201895999999998
138,121.53385625,31.03258375
142,121.26079970588235,31.003015294117645
147,121.44585666666667,31.16660333333333
153,121.43173870967742,31.25365870967742
157,121.51900887755103,30.865392959183673
162,121.37478347826087,31.178519130434783
164,121.35180758064516,31.377068548387097
165,121.5158225,31.2170025
168,121.48180333333333,31.212280000000003
170,121.38056499999999,31.151775
182,121.23139714285715,31.191825714285716
183,121.53161178707224,31.230920716096325
185,121.53375,31.223390000000002
187,121.41673328947368,31.212371184210525
190,121.56793181818182,31.188757272727276
191,121.83578,30.97866
194,121.18847971014493,31.12306391304348
199,121.2985775,30.93964
201,121.30158236842107,31.222581315789476
204,121.58963333333334,31.190610000000003
209,121.3103,30.94373
221,121.28552107142856,31.00237285714286
225,121.53153999999999,31.23257277027027
232,121.26647469798658,30.99292093959731
233,121.26765499999999,31.170675000000003
239,121.34317250000001,30.964225
241,121.70762,31.22182
243,121.33687938053097,31.386200442477875
250,121.3152225,31.098724999999998
251,121.86443,30.974955
252,121.46342124293784,31.217900338983053
256,121.3350775,31.279420000000002
263,121.62683615384616,31.176847094017095
266,121.6006,31.20944
269,121.44631190476191,30.880986666666665
272,121.24230708737865,31.153948932038837
275,121.33922,31.40353
276,121.41009586206897,31.286473146551725
280,121.7247151135006,31.22894229390681
281,121.61763472972974,31.195681891891894
282,121.256835,31.172215
285,121.55171,31.2397175
286,121.52985,31.2356
289,121.48093,31.23584
292,121.49818,31.00519
295,121.4552325,31.2242125
299,121.50814333333334,31.225065
306,121.40310382417582,31.24830646153846
309,121.20502499999999,31.095432916666667
312,121.21181741379311,31.22090120689655
320,121.4964925984252,31.34681590551181
325,121.345973125,31.36471625
326,121.33151136363637,31.22008318181818
330,121.30795499999999,31.016758333333332
331,121.61457747663552,31.193064672897197
334,121.65213775075988,31.2405914893617
335,121.4976885597826,31.033420597826083
341,121.45689563636363,31.23050727272727
347,121.48946266288951,31.34445769121813
351,121.40365,31.20766
365,121.41227171428571,31.245869714285714
367,121.58728,31.33888
373,121.41614735185185,31.148100518518515
383,121.7056,31.25902142857143
400,121.51224467455621,31.136328005071853
409,121.48079666666666,31.21918666666667
415,121.55856666666666,31.247203333333335
417,121.328542,30.999366
418,121.22022333333332,31.252930666666668
422,121.45925500000001,31.228189999999998
424,121.4586248031496,31.214355944881888
427,121.44412422222223,31.17435866666667
432,121.55418,31.23307
433,121.19361,31.21666
435,121.39954290209789,31.11444423076923
443,121.238682,31.23436
446,121.661274,31.192608999999997
447,121.52905571428572,31.321125714285717
450,121.5212962244898,31.066201020408165
451,121.41771888888888,31.15413222222222
456,121.50123599999999,31.08791
457,121.34937727272727,31.29086636363636
459,121.37323596330276,31.171995688073395
460,121.62472222222222,31.16624555555556
462,121.69024277777778,31.23363888888889
466,121.90622,30.91881
467,121.63269399999999,31.246049
469,121.28504842105262,31.145298684210527
471,121.4038025,31.236265
472,121.4609025,31.40587
475,121.380669,31.323656319999998
478,121.32379935483871,31.13891387096774
482,121.41714076923077,31.232143461538463
483,121.40541333333334,31.212698653846154
485,121.12416434782608,31.167507826086954
486,121.45725142857144,31.231795714285713
492,121.43040635135135,31.111611824324324
494,121.519195,31.31804
495,121.86466250000001,30.919457500000004
496,121.34788666666667,31.258103333333334
498,121.54897166666666,31.247587051282053
499,121.36342,31.108138333333333
504,121.51867466666667,31.336720666666668
505,121.53272,30.89262
506,121.19927,31.172966666666667
511,121.58744,31.239235
512,121.54557229654404,31.231066544035674
514,121.27093571428573,31.00278
515,121.12221285714286,31.072047857142856
520,121.4518,31.23425
523,121.54320375,31.292796875
525,121.53104111111111,31.095434444444443
526,121.47070126436782,31.217899770114943
531,121.23451738562092,31.240757189542485
533,121.71030761421319,31.209170710659897
534,121.60593699356914,31.199633585209003
535,121.5589170886076,31.211766772151897
537,121.56567446428572,31.251855892857144
549,121.40782382978725,31.237489999999998
553,121.41885833333333,31.220925000000005
556,121.34038589041094,31.226497123287672
557,121.51535,31.22703
559,121.51962672619047,31.334728482142857
566,121.2343275,31.01151
568,121.5670125,30.8769225
571,121.53006,31.33136
573,121.42558842105262,31.16550947368421
576,121.18929324324324,31.125959536679538
586,121.4654693548387,30.81546
597,121.10452,31.12673
599,121.61052,31.251614
600,121.29594625,31.0002375
607,121.45701346153845,31.233250384615385
608,121.6308425,31.18201
609,121.31966399999999,31.224934
610,121.30454,31.17271
614,121.51993,31.073145
615,121.45444153846155,31.230431538461538
616,121.74116,31.22923
621,121.45172128205128,31.16933512820513
627,121.36499,31.372300000000003
632,121.29389552380952,30.93434095238095
642,121.51910714285714,31.131119464285714
648,121.4558565,31.234456799999997
650,121.4696857142857,31.21003285714286
655,121.53068999999999,31.318109999999997
656,121.48470474999999,31.089143999999997
657,121.45154,31.24928
658,121.45896193548387,31.17988806451613
659,121.89653222222222,30.951853809523808
667,121.31648986666667,31.155814666666664
670,121.4275825,30.848505
679,121.64018078431373,31.22696980392157
680,121.64383,31.15953
682,121.52859,30.82578
694,121.56250072953735,31.19529850533808
696,121.2742203125,31.2328775
697,121.56970999999999,31.230472
698,121.885395,30.920814999999997
702,121.46331500000001,31.214125
704,121.6818076388889,31.266376458333333
720,121.61007625,31.3172825
722,121.34777193388429,31.28831069421488
728,121.47902166666667,31.339730833333334
733,121.38482413333334,31.116535133333333
734,121.45687666666667,31.399133333333335
736,121.5945897142857,31.21092542857143
738,121.53140263157894,30.87303210526316
744,121.59702999999999,31.211588
745,121.31393750000001,31.09017
746,121.40234666666667,31.213463333333333
